"id","fqdn/ip","port","severity","finding","cve","cwe"
"intermediate_cert <#2>","www.impots.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIFgTCCBGmgAwIBAgIQOXJEOvkit1HX02wQ3TE1lTANBgkqhkiG9w0BAQwFADB7 MQswCQYDVQQGEwJHQjEbMBkGA1UECAwSR3JlYXRlciBNYW5jaGVzdGVyMRAwDgYD VQQHDAdTYWxmb3JkMRowGAYDVQQKDBFDb21vZG8gQ0EgTGltaXRlZDEhMB8GA1UE AwwYQUFBIENlcnRpZmljYXRlIFNlcnZpY2VzMB4XDTE5MDMxMjAwMDAwMFoXDTI4 MTIzMTIzNTk1OVowgYgxCzAJBgNVBAYTAlVTMRMwEQYDVQQIEwpOZXcgSmVyc2V5 MRQwEgYDVQQHEwtKZXJzZXkgQ2l0eTEeMBwGA1UEChMVVGhlIFVTRVJUUlVTVCBO ZXR3b3JrMS4wLAYDVQQDEyVVU0VSVHJ1c3QgUlNBIENlcnRpZmljYXRpb24gQXV0 aG9yaXR5MIICIjANBgkqhkiG9w0BAQEFAAOCAg8AMIICCgKCAgEAgBJlFzYOw9sI s9CsVw127c0n00ytUINh4qogTQktZAnczomfzD2p7PbPwdzx07HWezcoEStH2jnG vDoZtF+mvX2do2NCtnbyqTsrkfjib9DsFiCQCT7i6HTJGLSR1GJk23+jBvGIGGqQ Ijy8/hPwhxR79uQfjtTkUcYRZ0YIUcuGFFQ/vDP+fmyc/xadGL1RjjWmp2bIcmfb IWax1Jt4A8BQOujM8Ny8nkz+rwWWNR9XWrf/zvk9tyy29lTdyOcSOk2uTIq3XJq0 tyA9yn8iNK5+O2hmAUTnAU5GU5szYPeUvlM3kHND8zLDU+/bqv50TmnHa4xgk97E xwzf4TKuzJM7UXiVZ4vuPVb+DNBpDxsP8yUmazNt925H+nND5X4OpWaxKXwyhGNV icQNwZNUMBkTrNN9N6frXTpsNVzbQdcS2qlJC9/YgIoJk2KOtWbPJYjNhLixP6Q5 D9kCnusSTJV882sFqV4Wg8y4Z+LoE53MW4LTTLPtW//e5XOsIzstAL81VXQJSdhJ WBp/kjbmUZIO8yZ9HE0XvMnsQybQv0FfQKlERPSZ51eHnlAfV1SoPv10Yy+xUGUJ 5lhCLkMaTLTwJUdZ+gQek9QmRkpQgbLevni3/GcV4clXhB4PY9bpYrrWX1Uu6lzG KAgEJTm4Diup8kyXHAc/DVL17e8vgg8CAwEAAaOB8jCB7zAfBgNVHSMEGDAWgBSg EQojPpbxB+zirynvgqV/0DCktDAdBgNVHQ4EFgQUU3m/WqorSs9UgOHYm8Cd8rID ZsswDgYDVR0PAQH/BAQDAgGGMA8GA1UdEwEB/wQFMAMBAf8wEQYDVR0gBAowCDAG BgRVHSAAMEMGA1UdHwQ8MDowOKA2oDSGMmh0dHA6Ly9jcmwuY29tb2RvY2EuY29t L0FBQUNlcnRpZmljYXRlU2VydmljZXMuY3JsMDQGCCsGAQUFBwEBBCgwJjAkBggr BgEFBQcwAYYYaHR0cDovL29jc3AuY29tb2RvY2EuY29tMA0GCSqGSIb3DQEBDAUA A4IBAQAYh1HcdCE9nIrgJ7cz0C7M7PDmy14R3iJvm3WOnnL+5Nb+qh+cli3vA0p+ rvSNb3I8QzvAP+u431yqqcau8vzY7qN7Q/aGNnwU4M309z/+3ri0ivCRlv79Q2R+ /czSAaF9ffgZGclCKxO/WIu6pKJmBHaIkU4MiRTOok3JMrO66BQavHHxW/BBC5gA CiIDEOUMsfnNkjcZ7Tvx5Dq2+UUTJnWvu6rvP3t3O9LEApE9GQDTF1w52z97GA1F zZOFli9d31kWTz9RvdVFGD/tSo7oBmF0Ixa1DVBzJ0RHfxBdiSprhTEUxOipakyA vGp4z7h/jnZymQyd/teRCBaho1+V -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","www.impots.nc/61.5.212.17","443","INFO","68B9C761219A5B1F0131784474665DB61BBDB109E00F05CA9F74244EE5F5F52B","",""
"intermediate_cert_notBefore <#2>","www.impots.nc/61.5.212.17","443","INFO","2019-03-12 00:00","",""
"intermediate_cert_notAfter <#2>","www.impots.nc/61.5.212.17","443","OK","2028-12-31 23:59","",""
"intermediate_cert_expiration <#2>","www.impots.nc/61.5.212.17","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","www.impots.nc/61.5.212.17","443","INFO","USERTrust RSA Certification Authority <-- AAA Certificate Services","",""
"intermediate_cert_badOCSP","www.impots.nc/61.5.212.17","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","www.impots.nc/61.5.212.17","443","INFO","301 Moved Permanently ('/')","",""
"HTTP_clock_skew","www.impots.nc/61.5.212.17","443","INFO","0 seconds from localtime","",""
"HSTS","www.impots.nc/61.5.212.17","443","LOW","not offered","",""
"HPKP","www.impots.nc/61.5.212.17","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","www.impots.nc/61.5.212.17","443","INFO","nginx","",""
"banner_application","www.impots.nc/61.5.212.17","443","INFO","No application banner found","",""
"cookie_count","www.impots.nc/61.5.212.17","443","INFO","0 at '/' (30x detected, better try target URL of 30x)","",""
"security_headers","www.impots.nc/61.5.212.17","443","MEDIUM","--","",""
"banner_reverseproxy","www.impots.nc/61.5.212.17","443","INFO","--","","CWE-200"
"heartbleed","www.impots.nc/61.5.212.17","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.impots.nc/61.5.212.17","443","OK","supported","","CWE-310"
"secure_client_renego","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.impots.nc/61.5.212.17","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.impots.nc/61.5.212.17","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.impots.nc/61.5.212.17","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.impots.nc/61.5.212.17","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.impots.nc/61.5.212.17","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.impots.nc/61.5.212.17","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=E597DB786783C843DD30111E34F4FB680965B2D8178B4A94A96E0E2001C233D3","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.impots.nc/61.5.212.17","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.impots.nc/61.5.212.17","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.impots.nc/61.5.212.17","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.impots.nc/61.5.212.17","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.impots.nc/61.5.212.17","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_442","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_500","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_60","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_74_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_79_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_66_win81","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_71_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_6_xp","www.impots.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","www.impots.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","www.impots.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_17_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-opera_66_win10","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_9_ios9","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_9_osx1011","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_10_osx1012","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_121_ios_122","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_130_osx_10146","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_ats_9_ios9","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java_6u45","www.impots.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-java_7u25","www.impots.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-java_8u161","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java1201","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_102e","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_110l","www.impots.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-thunderbird_68_3_1","www.impots.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"rating_spec","www.impots.nc/61.5.212.17","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
"rating_doc","www.impots.nc/61.5.212.17","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","www.impots.nc/61.5.212.17","443","INFO","100","",""
"protocol_support_score_weighted","www.impots.nc/61.5.212.17","443","INFO","30","",""
"key_exchange_score","www.impots.nc/61.5.212.17","443","INFO","90","",""
"key_exchange_score_weighted","www.impots.nc/61.5.212.17","443","INFO","27","",""
"cipher_strength_score","www.impots.nc/61.5.212.17","443","INFO","60","",""
"cipher_strength_score_weighted","www.impots.nc/61.5.212.17","443","INFO","24","",""
"final_score","www.impots.nc/61.5.212.17","443","INFO","81","",""
"overall_grade","www.impots.nc/61.5.212.17","443","OK","A","",""
"grade_cap_reason_1","www.impots.nc/61.5.212.17","443","INFO","Grade capped to A. HSTS is not offered","",""
